name,platform,year,genre,publisher,critic_score,user_score,total_sales,na_sales,jp_sales,pal_sales,other_sales
Barbie Horse Adventures: Blue Ribbon Race,GBA,2003.0,Sports,Knowledge Adventure,,,0.37,0.26,0.0,0.1,0.01
Hamtaro: Ham-Ham Heartbreak,GBA,2002.0,Action,Nintendo,40.0,,0.36,0.26,0.0,0.1,0.01
Shaun Palmer's Pro Snowboarder,GBA,2001.0,Sports,Activision,30.5,,0.36,0.26,0.0,0.1,0.01
Cubix Robots for Everyone: Clash 'n' Bash,GBA,,Action,Unknown,,,0.36,0.26,0.0,0.1,0.01
Cabela's Dangerous Hunts,XB,2003.0,Sports,Zoo Digital Publishing,,,0.35,0.26,0.0,0.08,0.01
Xbox Music Mixer,XB,2003.0,Misc,Microsoft Game Studios,,,0.35,0.26,0.0,0.08,0.01
WWE Day of Reckoning 2,GC,2005.0,Fighting,THQ,42.15,7.25,0.34,0.26,0.0,0.07,0.01
Hitman: Contracts,XB,2004.0,Shooter,Eidos Interactive,43.2,,0.34,0.26,0.0,0.07,0.01
Teenage Mutant Ninja Turtles,GC,2003.0,Action,Konami Digital Entertainment,31.45,,0.34,0.26,0.0,0.07,0.01
Cabela's Dangerous Hunts 2011,PS3,2010.0,Sports,Activision,,,0.33,0.26,0.0,0.04,0.03
Fight Night Round 3,XB,2006.0,Fighting,Electronic Arts,45.65,,0.33,0.26,0.0,0.06,0.01
Capcom Classics Collection Reloaded,PSP,2006.0,Misc,Capcom,41.05,,0.33,0.26,0.03,0.0,0.03
The Sims 2,GC,2005.0,Simulation,Electronic Arts,39.6,,0.33,0.26,0.0,0.07,0.01
Tak 2: The Staff of Dreams,GC,2004.0,Platform,THQ,41.7,,0.33,0.26,0.0,0.07,0.01
WWE Wrestlemania XIX,GC,2003.0,Fighting,THQ,41.9,,0.33,0.26,0.0,0.07,0.01
BattleTanx,N64,1998.0,Action,3DO,,,0.33,0.26,0.0,0.06,0.0
Power Rangers Samurai,DS,2011.0,Action,Namco Bandai Games,,,0.32,0.26,0.0,0.04,0.025
Shaun White Snowboarding,PSP,2008.0,Sports,Ubisoft,38.1,,0.33,0.26,0.0,0.035,0.03
Squinkies,DS,2011.0,Misc,Activision,,,0.3,0.26,0.0,0.02,0.02
Final Fantasy XI: Wings of the Goddess,X360,2007.0,Role-Playing,Square Enix,,,0.31,0.27,0.02,0.0,0.025
Shrek the Third,DS,,Action,Activision,38.0,,0.3,0.26,0.0,0.015,0.02
The BIGS 2,Wii,2009.0,Sports,Take-Two Interactive,37.15,,0.29,0.26,0.0,0.01,0.02
Purr Pals,Wii,2008.0,Simulation,Deep Silver,,,0.29,0.26,0.0,0.0,0.02
Neopets Puzzle Adventure,DS,2008.0,Puzzle,Capcom,38.8,,0.29,0.26,0.0,0.0,0.02
NASCAR 08,X360,2007.0,Racing,Electronic Arts,32.0,,0.29,0.26,0.0,0.0,0.02
Spider-Man: Friend or Foe,X360,2007.0,Action,Activision,32.65,,0.29,0.26,0.0,0.01,0.02
Puzzle Quest: Challenge of the Warlords,Wii,2007.0,Puzzle,D3Publisher,39.95,,0.29,0.26,0.0,0.0,0.02
Syphon Filter: Dark Mirror,PSP,2006.0,Shooter,Sony Computer Entertainment,47.75,,0.295,0.26,0.0,0.01,0.03
Wappy Dog,DS,2011.0,Simulation,Activision,,,0.28,0.26,0.0,0.0,0.02
Kung Zhu,DS,2010.0,Action,Activision,,,0.28,0.26,0.0,0.0,0.02
Sesame Street: Elmo's A-to-Zoo Adventure,DS,2010.0,Misc,Warner Bros. Interactive Entertainment,,,0.28500000000000003,0.26,0.0,0.0,0.02
All Star Cheer Squad,DS,2008.0,Sports,THQ,,,0.28,0.26,0.0,0.0,0.02
Bratz: Super Babyz,DS,2008.0,Action,THQ,27.0,,0.28,0.26,0.0,0.0,0.02
MLB 07: The Show,PSP,2007.0,Sports,Sony Computer Entertainment,45.25,,0.28,0.26,0.0,0.0,0.02
Baby Pals,DS,2007.0,Simulation,THQ,,,0.28,0.26,0.0,0.01,0.02
Bratz Ponyz,DS,2007.0,Adventure,Game Factory,,,0.28,0.26,0.0,0.0,0.02
Shrek: Ogres & Dronkeys,DS,2007.0,Simulation,Activision,,,0.28,0.26,0.0,0.0,0.02
Surf's Up,DS,2007.0,Sports,Ubisoft,,,0.28,0.26,0.0,0.0,0.02
The Urbz: Sims In the City (US weekly sales),DS,2004.0,Simulation,Electronic Arts,,,0.28,0.26,0.0,0.0,0.02
Polaris,2600,1982.0,Action,Tigervision,,,0.28,0.26,0.0,0.02,0.0
Beamrider,2600,1984.0,Racing,Activision,,,0.27,0.26,0.0,0.01,0.0
Mr. Do!,2600,1982.0,Action,Coleco,,,0.27,0.26,0.0,0.02,0.0
Indy 500,2600,,Racing,Atari,,,0.27,0.26,0.0,0.01,0.0
Naruto: Ultimate Ninja Heroes,PSP,2006.0,Fighting,Namco Bandai Games,,,0.26,0.26,0.0,0.0,0.0
Yokai Watch,3DS,2013.0,Role-Playing,Nintendo,,,2.09,0.25,1.33,0.45,0.05
Hot Shots Golf 2,PS,1999.0,Sports,Sony Computer Entertainment,,,1.88,0.25,1.48,0.12,0.03
Secret of Mana,SNES,1993.0,Role-Playing,SquareSoft,,,1.83,0.25,1.49,0.07,0.02
F1 2010,PS3,2010.0,Racing,Codemasters,46.0,,1.34,0.25,0.08,0.75,0.26
Medal of Honor: Airborne,PS3,2007.0,Shooter,Electronic Arts,41.45,,1.21,0.25,0.03,0.695,0.245
FIFA Soccer 07,PSP,2006.0,Sports,Electronic Arts,,,1.2,0.25,0.0,0.64,0.31
Brave Fencer Musashi,PS,1998.0,Role-Playing,SquareSoft,44.7,,1.14,0.25,0.65,0.17,0.07
Rabbids Go Home,Wii,2009.0,Platform,Ubisoft,43.0,,1.125,0.25,0.0,0.74,0.14
Dance on Broadway,Wii,2010.0,Misc,Ubisoft,,,1.03,0.26,0.0,0.65,0.12
The Witcher 2: Assassins of Kings,PC,2011.0,Action,Namco Bandai Games,48.4,8.5,0.97,0.26,0.0,0.56,0.14
Dynasty Warriors 7,PS3,2011.0,Action,Tecmo Koei,31.4,,0.91,0.25,0.46,0.135,0.06
The Lord of the Rings: War in the North,PS3,,Action,Warner Bros. Interactive Entertainment,34.8,,0.82,0.25,0.01,0.425,0.125
Driver: San Francisco,X360,2011.0,Racing,Ubisoft,44.1,,0.7,0.25,0.0,0.37,0.07
Minecraft: Story Mode,PS4,2015.0,Adventure,Mojang,,,0.78,0.28,0.0,0.375,0.125
The Last Remnant,X360,2008.0,Role-Playing,Square Enix,36.25,7.45,0.68,0.25,0.18,0.2,0.06
Bushido Blade 2,PS,1998.0,Fighting,SquareSoft,,,0.68,0.25,0.22,0.17,0.04
Rayman Legends,WiiU,2013.0,Platform,Ubisoft,50.75,8.55,0.67,0.25,0.03,0.33999999999999997,0.05
Yoshi Topsy-Turvy,GBA,2004.0,Platform,Nintendo,,,0.65,0.25,0.3,0.09,0.01
The Crew,XOne,2014.0,Racing,Ubisoft,35.05,5.6,0.675,0.28500000000000003,0.0,0.34,0.055
Stuntman: Ignition,X360,2007.0,Racing,THQ,41.05,,0.64,0.25,0.0,0.31,0.07
Wolfenstein,PS3,2009.0,Shooter,Activision,39.1,,0.63,0.25,0.0,0.27,0.11
Crash of the Titans,PSP,2007.0,Action,Vivendi Games,,,0.635,0.25,0.0,0.245,0.14500000000000002
WWE SmackDown vs. Raw 2010,PSP,2009.0,Fighting,THQ,,,0.61,0.25,0.0,0.225,0.14
MySims Racing,DS,2009.0,Racing,Electronic Arts,,,0.61,0.25,0.0,0.29,0.07
Blur,X360,2010.0,Racing,Activision,45.15,,0.59,0.25,0.0,0.27,0.06
Pokemon Trozei!,DS,2005.0,Puzzle,Nintendo,,,0.59,0.25,0.31,0.0,0.02
Deus Ex: Human Revolution,PC,2011.0,Shooter,Square Enix,49.4,,0.58,0.25,0.0,0.255,0.08
"Warhammer 40,000: Space Marine",X360,2011.0,Shooter,THQ,41.85,7.65,0.56,0.25,0.0,0.26,0.06
Harvest Moon: The Tale of Two Towns,DS,2010.0,Simulation,Natsume,37.15,,0.56,0.26,0.22,0.055,0.03
Donkey Kong Jungle Climber,DS,2007.0,Platform,Nintendo,,,0.55,0.25,0.24,0.03,0.03
Overwatch,PC,2016.0,Shooter,Activision,49.9,6.6,0.7250000000000001,0.31,0.0,0.36,0.05500000000000001
Dragon's Crown,PS3,2013.0,Role-Playing,Nippon Ichi Software,45.25,,0.515,0.26,0.17,0.05500000000000001,0.035
Manhunt 2,Wii,2007.0,Action,Take-Two Interactive,34.75,,0.535,0.25,0.0,0.23,0.06
Michael Jackson: The Experience,PS3,2011.0,Misc,Ubisoft,35.8,,0.525,0.25,0.0,0.19,0.08499999999999999
Tomb Raider: Legend,PS2,2006.0,Action,Eidos Interactive,45.0,,0.52,0.25,0.02,0.19,0.06
SSX On Tour,PS2,2005.0,Sports,Electronic Arts,44.4,,0.52,0.25,0.0,0.2,0.07
The Punisher,PS2,2005.0,Action,THQ,,,0.52,0.25,0.0,0.2,0.07
Freedom Fighters,PS2,2003.0,Shooter,Electronic Arts,44.7,,0.52,0.25,0.0,0.2,0.07
Jampack Winter 2002,PS2,2002.0,Misc,Sony Computer Entertainment,,,0.52,0.25,0.0,0.2,0.07
Alice in Wonderland,Wii,2010.0,Adventure,Disney Interactive Studios,37.65,,0.51,0.25,0.0,0.21,0.05
The BIGS,PS2,2007.0,Sports,Take-Two Interactive,,,0.51,0.25,0.0,0.19,0.06
Silent Hill 4: The Room,PS2,2004.0,Action,Konami Digital Entertainment,42.0,,0.51,0.25,0.0,0.19,0.06
HSX HyperSonic.Xtreme,PS2,2002.0,Racing,Midas Interactive Entertainment,,,0.51,0.25,0.0,0.2,0.07
Monopoly Party,PS2,2002.0,Misc,Infogrames,,,0.51,0.25,0.0,0.19,0.06
Pac-Man Fever,PS2,2001.0,Misc,Sony Computer Entertainment,25.75,,0.51,0.25,0.0,0.2,0.07
Summoner,PS2,2000.0,Role-Playing,THQ,41.15,,0.51,0.25,0.0,0.2,0.07
Unit 13,PSV,2012.0,Shooter,Sony Computer Entertainment,39.25,7.3,0.515,0.25,0.04,0.14,0.08
Goldeneye 007: Reloaded,X360,2011.0,Shooter,Activision,39.7,,0.5,0.25,0.0,0.2,0.05
Crash: Mind Over Mutant,PS2,2008.0,Platform,Vivendi Games,39.95,,0.5,0.25,0.0,0.19,0.06
Disney Sing It,PS2,2008.0,Misc,Disney Interactive Studios,,,0.5,0.25,0.0,0.19,0.06
Hitman: Blood Money,PS2,2006.0,Action,Eidos Interactive,45.6,,0.5,0.25,0.0,0.19,0.06
Looney Tunes: Back in Action,PS2,2003.0,Platform,Warner Bros. Interactive Entertainment,,,0.5,0.25,0.0,0.19,0.06
Activision Anthology,PS2,2002.0,Misc,Activision,41.75,,0.5,0.25,0.0,0.19,0.06
The Mummy Returns,PS2,2001.0,Action,Universal Interactive,24.3,,0.5,0.25,0.0,0.19,0.06
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PS2,2009.0,Shooter,Activision,,,0.49,0.25,0.0,0.01,0.22
Skylanders: SuperChargers,WiiU,2015.0,Action,Activision,47.5,,0.5349999999999999,0.28500000000000003,0.0,0.20500000000000002,0.045
Fortune Street,Wii,2011.0,Misc,Nintendo,37.5,,0.48,0.25,0.17,0.03,0.025
Harvest Moon 64,N64,1999.0,Simulation,Pack In Soft,,,0.48,0.25,0.11,0.06,0.06
Alice in Wonderland,DS,2010.0,Adventure,Disney Interactive Studios,42.15,,0.475,0.25,0.0,0.175,0.045
Unreal Tournament III,X360,2008.0,Shooter,Midway Games,45.3,,0.47,0.25,0.01,0.17,0.05
The Evil Within,X360,2014.0,Action,Bethesda Softworks,,7.55,0.475,0.265,0.01,0.16,0.04
Syphon Filter: Logan's Shadow,PSP,2007.0,Shooter,Sony Computer Entertainment,46.7,,0.46,0.25,0.0,0.12,0.09
Classic NES Series: Pac-Man,GBA,2004.0,Puzzle,Nintendo,29.35,,0.46,0.25,0.12,0.09,0.01
Star Wars: Demolition,PS,2000.0,Racing,Activision,,,0.46,0.25,0.0,0.17,0.03
Bloody Roar II,PS,1999.0,Fighting,Virgin Interactive,,,0.46,0.25,0.0,0.17,0.03
Warhawk,PS,1995.0,Simulation,Sony Computer Entertainment,,,0.46,0.25,0.0,0.17,0.03
Walt Disney World Quest: Magical Racing Tour,PS,2000.0,Racing,Eidos Interactive,,,0.45,0.25,0.0,0.17,0.03
Missile Command,PS,1999.0,Shooter,Atari,,,0.45,0.25,0.0,0.17,0.03
Apocalypse,PS,1998.0,Action,Activision,,,0.45,0.25,0.0,0.17,0.03
NCAA Gamebreaker 99,PS,1998.0,Sports,989 Studios,,,0.45,0.25,0.0,0.17,0.03
NHL FaceOff,PS,1994.0,Sports,Sony Computer Entertainment,,,0.45,0.25,0.0,0.17,0.03
Silent Hill: Homecoming,X360,,Action,Konami Digital Entertainment,38.8,,0.45,0.25,0.0,0.15,0.04
Disney Infinity 2.0: Marvel Super Heroes,XOne,2014.0,Action,Disney Interactive Studios,,,0.495,0.3,0.0,0.15,0.045
Fable,X360,2014.0,Role-Playing,Microsoft Game Studios,,,0.44,0.25,0.01,0.15,0.04
Ben 10 Alien Force: Vilgax Attacks,Wii,2009.0,Action,D3Publisher,,,0.44,0.25,0.0,0.14500000000000002,0.04
Ms. Pac-Man Maze Madness,PS,2000.0,Puzzle,Namco Bandai Games,,,0.44,0.25,0.0,0.17,0.03
Independence Day,PS,1997.0,Shooter,Fox Interactive,,,0.44,0.25,0.0,0.17,0.03
Blood Omen: Legacy of Kain,PS,1996.0,Role-Playing,Crystal Dynamics,,,0.44,0.25,0.0,0.17,0.03
Barbie: Groom and Glam Pups,DS,2010.0,Action,THQ,,,0.43,0.25,0.0,0.14,0.04
Mischief Makers,N64,1997.0,Platform,Nintendo,,,0.43,0.25,0.07,0.06,0.06
Skylanders: SuperChargers,X360,2015.0,Action,Activision,,,0.485,0.3,0.0,0.14,0.045
TERA,PC,,Role-Playing,Unknown,42.35,6.85,0.42,0.25,0.0,0.125,0.045
Battalion Wars,GC,2005.0,Strategy,Nintendo,42.4,,0.4,0.25,0.07,0.07,0.01
Disney Princess: Enchanting Storybooks,Wii,2011.0,Misc,THQ,,,0.39,0.25,0.0,0.1,0.03
Combat of Giants: Dinosaurs 3D,3DS,2011.0,Strategy,Ubisoft,24.15,5.3,0.39,0.25,0.05,0.065,0.03
Scribblenauts: Unlimited,WiiU,2012.0,Action,Warner Bros. Interactive Entertainment,40.9,,0.375,0.25,0.0,0.095,0.035
Scooby-Doo! and the Spooky Swamp,DS,2010.0,Action,Warner Bros. Interactive Entertainment,,,0.375,0.25,0.0,0.095,0.03
Dreamworks Madagascar Kartz,DS,2009.0,Racing,Activision,,,0.365,0.25,0.0,0.08,0.03
Shrek,XB,2001.0,Platform,TDK Mediactive,27.3,,0.36,0.25,0.0,0.1,0.01
Jurassic Park,NES,1993.0,Action,Ocean,,,0.36,0.25,0.0,0.1,0.01
Backyard Baseball 2006,GBA,2005.0,Sports,Atari,,,0.35,0.25,0.0,0.09,0.01
Star Wars: Flight of the Falcon,GBA,2003.0,Action,THQ,21.5,,0.35,0.25,0.0,0.09,0.01
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GBA,2003.0,Action,THQ,,,0.35,0.25,0.0,0.09,0.01
Disney's Tarzan: Return to the Jungle,GBA,2002.0,Action,Activision,37.45,,0.35,0.25,0.0,0.09,0.01
Monopoly,PS3,2008.0,Misc,Electronic Arts,,,0.34,0.25,0.0,0.055,0.035
MVP 06 NCAA Baseball,XB,2006.0,Sports,Electronic Arts,41.75,,0.34,0.25,0.0,0.07,0.01
Delta Force: Black Hawk Down,XB,2005.0,Shooter,NovaLogic,33.25,,0.34,0.25,0.0,0.07,0.01
Risk / Battleship / Clue,GBA,2005.0,Misc,Zoo Digital Publishing,,,0.34,0.25,0.0,0.09,0.01
The Fairly Odd Parents: Shadow Showdown,GBA,2004.0,Platform,THQ,,,0.34,0.25,0.0,0.09,0.01
Spy Hunter,XB,2002.0,Racing,Midway Games,,,0.34,0.25,0.0,0.07,0.01
Driver 2 Advance,GBA,2002.0,Action,Atari,39.9,,0.34,0.25,0.0,0.09,0.01
The Wild Thornberrys Movie,GBA,2002.0,Platform,THQ,,,0.34,0.25,0.0,0.09,0.01
SpongeBob SquarePants: Creature from the Krusty Krab,GC,2006.0,Platform,THQ,39.25,,0.33,0.25,0.0,0.07,0.01
Teen Titans,GC,2006.0,Action,THQ,34.65,,0.33,0.25,0.0,0.07,0.01
Call Of Duty 2: Big Red One,GC,2005.0,Shooter,Activision,,,0.33,0.25,0.0,0.07,0.01
MVP Baseball 2005,GC,2005.0,Sports,Electronic Arts,48.6,,0.33,0.25,0.0,0.07,0.01
NBA Live 06,GC,2005.0,Sports,Electronic Arts,42.5,,0.33,0.25,0.0,0.07,0.01
Deus Ex: Invisible War,XB,2003.0,Shooter,Eidos Interactive,46.25,,0.33,0.25,0.0,0.07,0.01
Hulk,XB,2003.0,Action,Universal Interactive,38.5,,0.33,0.25,0.0,0.07,0.01
NASCAR Thunder 2002,XB,2001.0,Racing,Electronic Arts,45.15,,0.33,0.25,0.0,0.07,0.01
Just Dance 2016,XOne,2015.0,Misc,Ubisoft,,,0.35,0.275,0.0,0.04,0.035
Def Jam Rapstar,PS3,2010.0,Misc,Konami Digital Entertainment,41.2,,0.33499999999999996,0.26,0.0,0.04,0.035
Marvel: Ultimate Alliance 2,Wii,2009.0,Role-Playing,Activision,28.7,,0.32,0.25,0.0,0.05,0.03
Prince of Persia: The Sands of Time,GC,2003.0,Action,Ubisoft,50.5,8.75,0.32,0.25,0.0,0.06,0.01
Bass Hunter 64,N64,1999.0,Sports,Take-Two Interactive,,,0.31,0.25,0.0,0.06,0.0
Hot Wheels Turbo Racing,N64,1999.0,Racing,Electronic Arts,,,0.31,0.25,0.0,0.06,0.0
Vigilante 8,N64,1998.0,Racing,Activision,,,0.31,0.25,0.0,0.06,0.0
Batman: Arkham VR,PS4,2016.0,Action,Warner Bros. Interactive Entertainment,41.2,7.25,0.345,0.28500000000000003,0.0,0.0,0.065
Madagascar,DS,2005.0,Platform,Activision,,,0.3,0.25,0.0,0.03,0.02
Star Wars Episode III: Revenge of the Sith,DS,2005.0,Action,Ubisoft,,,0.305,0.25,0.0,0.03,0.02
Def Jam Rapstar,X360,2010.0,Misc,Konami Digital Entertainment,40.7,,0.295,0.255,0.0,0.025,0.02
The Godfather: Dons Edition,PS3,2007.0,Action,Electronic Arts,,,0.29,0.25,0.0,0.02,0.03
X-Men Legends II: Rise of Apocalypse,PSP,2005.0,Role-Playing,Activision,46.25,,0.29,0.25,0.0,0.01,0.02
Reel Fishing: Angler's Dream,Wii,2009.0,Sports,Zushi Games,,,0.28,0.25,0.0,0.01,0.02
Shrek the Third,Wii,2007.0,Action,Activision,31.5,,0.28,0.25,0.0,0.01,0.02
Pirates of the Caribbean: Dead Man's Chest,PSP,2006.0,Adventure,Disney Interactive Studios,29.5,,0.28,0.25,0.0,0.005,0.02
Wipeout 2,X360,2011.0,Misc,Activision,,,0.27,0.25,0.0,0.0,0.02
Just Dance Kids 2,Wii,2011.0,Misc,Ubisoft,,,0.27,0.25,0.0,0.0,0.02
NASCAR 2011: The Game,PS3,2011.0,Racing,Activision,34.0,,0.27,0.25,0.0,0.0,0.02
Pinkalicious,DS,2011.0,Misc,GameMill Entertainment,,,0.27,0.25,0.0,0.0,0.02
I Spy: Spooky Mansion,Wii,2010.0,Puzzle,Storm City Games,,,0.28500000000000003,0.26,0.0,0.0,0.02
Remington Super Slam Hunting: Africa,Wii,2010.0,Sports,Mastiff,,,0.27,0.25,0.0,0.0,0.02
iCarly 2: iJoin The Click!,DS,2010.0,Adventure,Activision,,,0.27,0.25,0.0,0.0,0.02
Cabela's Big Game Hunter 2010,X360,2009.0,Sports,Activision Value,,,0.27,0.25,0.0,0.0,0.02
Final Fantasy XI: Ultimate Collection,X360,2009.0,Role-Playing,Square Enix,,,0.27,0.25,0.0,0.0,0.02
Are You Smarter than a 5th Grader? Game Time,Wii,2009.0,Puzzle,THQ,,,0.27,0.25,0.0,0.0,0.02
Littlest Pet Shop: Beach Friends,DS,2009.0,Simulation,Electronic Arts,,,0.27,0.25,0.0,0.0,0.02
Rock Revolution,X360,2008.0,Misc,Konami Digital Entertainment,20.8,,0.28,0.255,0.0,0.0,0.02
WWII Aces,Wii,2008.0,Simulation,Destineer,22.75,,0.28,0.26,0.0,0.0,0.02
Reader Rabbit Kindergarten,DS,2008.0,Misc,Nordic Games,,,0.27,0.25,0.0,0.0,0.02
Ratatouille: Food Frenzy,DS,2007.0,Puzzle,THQ,,,0.27,0.25,0.0,0.0,0.02
Super Collapse! 3,DS,2007.0,Puzzle,Mumbo Jumbo,,,0.27,0.25,0.0,0.0,0.02
NHL 07,X360,2006.0,Sports,Electronic Arts,43.1,,0.27,0.25,0.0,0.0,0.02
NBA Jam 99,N64,1998.0,Sports,Acclaim Entertainment,,,0.27,0.25,0.0,0.02,0.0
NBA In The Zone '98,N64,1997.0,Sports,Konami Digital Entertainment,,,0.27,0.25,0.0,0.02,0.0
Bridge,2600,1980.0,Misc,Activision,,,0.27,0.25,0.0,0.02,0.0
Rock Revolution,PS3,,Misc,Unknown,22.8,,0.27,0.25,0.0,0.0,0.02
Flag Capture,2600,,Action,Atari,,,0.27,0.25,0.0,0.02,0.0
America's Test Kitchen: Let's Get Cooking,DS,2010.0,Simulation,Nintendo,47.75,,0.265,0.25,0.0,0.0,0.02
Sesame Street: Cookie's Counting Carnival,DS,2010.0,Misc,Warner Bros. Interactive Entertainment,,,0.265,0.25,0.0,0.0,0.02
SpongeBob's Truth or Square (US sales),X360,2009.0,Action,THQ,,,0.25,0.25,0.0,0.0,0.0
Final Fantasy II,SNES,1991.0,Role-Playing,Square,,,1.77,0.24,1.33,0.09,0.12
Dynasty Warriors 5,PS2,2005.0,Action,Tecmo Koei,38.35,,1.39,0.24,0.91,0.18,0.06
Ridge Racer 7,PS3,2006.0,Racing,Namco Bandai Games,43.1,,1.3650000000000002,0.24,0.16,0.7,0.26
Monster Hunter Freedom,PSP,2005.0,Role-Playing,Capcom,39.0,,1.34,0.24,1.03,0.03,0.04
Ridge Racer V,PS2,2000.0,Action,Namco Bandai Games,43.0,,1.24,0.24,0.75,0.19,0.06
The Simpsons Game,PSP,2007.0,Action,Electronic Arts,33.35,,1.0750000000000002,0.24,0.0,0.54,0.3
Driver: San Francisco,PS3,2011.0,Racing,Ubisoft,43.6,,0.95,0.24,0.01,0.525,0.175
Rogue Galaxy,PS2,2005.0,Role-Playing,Sony Computer Entertainment,45.65,7.95,0.84,0.24,0.39,0.16,0.05
Dynasty Warriors 2,PS2,2000.0,Action,THQ,41.45,,0.83,0.24,0.34,0.19,0.06
DmC: Devil May Cry,PS3,2013.0,Action,Capcom,,,0.79,0.24,0.19,0.26,0.1
FIFA Soccer 2004,XB,2003.0,Sports,Electronic Arts,45.0,,0.79,0.24,0.0,0.49,0.05
Need for Speed: ProStreet,PSP,2008.0,Racing,Electronic Arts,,,0.775,0.24,0.01,0.33,0.19
LEGO Dimensions,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,44.0,7.15,0.955,0.36,0.0,0.435,0.16
Disney Infinity 3.0,PS4,2015.0,Action,Disney Interactive Studios,,,0.7849999999999999,0.275,0.0,0.385,0.13
Dragon Ball: Xenoverse 2,PS4,2016.0,Action,Namco Bandai Games,40.05,7.65,0.71,0.24,0.09,0.27,0.1
Monster Hunter Tri,WiiU,2012.0,Role-Playing,Nintendo,,,0.69,0.24,0.22,0.19,0.04
Sniper Elite 3,PS4,2014.0,Shooter,505 Games,,,0.68,0.24,0.0,0.34,0.11
The LEGO Movie Videogame,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,38.75,,0.69,0.25,0.01,0.315,0.11
God of War III,PS4,2015.0,Action,Sony Computer Entertainment,,,0.65,0.24,0.01,0.29,0.1
Kung Fu Panda,PS2,2008.0,Action,Activision,40.25,,0.65,0.24,0.0,0.0,0.41
Naruto: The Broken Bond,X360,2008.0,Action,Ubisoft,43.8,,0.59,0.24,0.0,0.28,0.06
XCOM: Enemy Unknown,PS3,2012.0,Strategy,Take-Two Interactive,49.0,8.2,0.58,0.245,0.0,0.235,0.1
Mega Man Star Force 2: Zerker x Ninja / Saurian,DS,2007.0,Action,Capcom,,,0.57,0.24,0.31,0.0,0.02
Theme Park,PS,1994.0,Simulation,Electronic Arts,,,0.57,0.24,0.13,0.16,0.04
Enslaved: Odyssey to the West,PS3,2010.0,Action,Namco Bandai Games,43.95,,0.555,0.24,0.01,0.225,0.08499999999999999
Tiger Woods PGA Tour 13,PS3,2012.0,Sports,Electronic Arts,40.75,,0.545,0.24,0.0,0.215,0.08
Let's Draw!,DS,2008.0,Misc,Ubisoft,,,0.54,0.24,0.0,0.235,0.06
Mario Tennis: Power Tour,GBA,2005.0,Sports,Nintendo,,,0.52,0.24,0.19,0.09,0.01
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PS3,2010.0,Shooter,Activision,,,0.5,0.24,0.0,0.18,0.08
Nicktoons: Attack of the Toybots,PS2,2007.0,Platform,THQ,,,0.5,0.24,0.0,0.19,0.06
Shrek SuperSlam,PS2,2005.0,Action,Activision,37.0,,0.5,0.24,0.0,0.19,0.06
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,2004.0,Action,THQ,,,0.5,0.24,0.0,0.19,0.06
SplashDown: Rides Gone Wild,PS2,2003.0,Racing,THQ,,,0.5,0.24,0.0,0.19,0.06
Men in Black II: Alien Escape,PS2,2002.0,Shooter,Infogrames,,,0.5,0.24,0.0,0.19,0.06
Star Wars: Clone Wars,PS2,2002.0,Shooter,LucasArts,,,0.5,0.24,0.0,0.19,0.06
Star Wars: Jedi Starfighter,PS2,2002.0,Simulation,Activision,,,0.5,0.24,0.0,0.19,0.06
Sonic Lost World,3DS,2013.0,Platform,Sega,32.1,,0.485,0.22999999999999998,0.07,0.14500000000000002,0.035
Dragon Ball Z: Burst Limit,X360,2008.0,Fighting,Atari,39.65,,0.49,0.24,0.03,0.18,0.05
Backyard Baseball,PS2,2004.0,Sports,Atari,,,0.49,0.24,0.0,0.19,0.06
Barbie Horse Adventures: Wild Horse Rescue,PS2,2003.0,Sports,Universal Interactive,,,0.49,0.24,0.0,0.19,0.06
Spy Hunter 2,PS2,2003.0,Racing,Midway Games,,,0.49,0.24,0.0,0.19,0.06
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Wii,2009.0,Shooter,Activision,,,0.48,0.24,0.0,0.19,0.05
Rock Band Unplugged,PSP,2009.0,Misc,MTV Games,43.5,,0.49,0.245,0.0,0.14500000000000002,0.10500000000000001
Bratz: The Movie,PS2,2007.0,Simulation,THQ,,,0.48,0.24,0.0,0.18,0.06
Jeopardy!,PS2,2003.0,Misc,Atari,,,0.48,0.24,0.0,0.18,0.06
Secret Weapons Over Normandy,PS2,2003.0,Simulation,LucasArts,44.5,,0.48,0.24,0.0,0.18,0.06
Alien Trilogy,PS,1996.0,Shooter,Acclaim Entertainment,,,0.47,0.24,0.04,0.16,0.03
MX vs. ATV: Alive,PS3,2011.0,Racing,THQ,33.95,,0.46,0.24,0.0,0.15,0.07
Vin Diesel: Wheelman,X360,2009.0,Racing,Ubisoft,,,0.45,0.24,0.0,0.17,0.045
Karaoke Revolution,Wii,2009.0,Misc,Konami Digital Entertainment,34.9,,0.44,0.24,0.0,0.155,0.04
Army Men World War: Final Front,PS,2001.0,Action,3DO,,,0.44,0.24,0.0,0.17,0.03
